WellNumbersId|StateWellId|WellReportTrackingNumber|USGSSiteNumber|TCEQSourceId|GCDWellNumber|OwnerWellNumber|PreviousWellNumber|OtherWellNumber|PluggingReportTrackingNumber|CreatedDate|LastUpdateDate
9245|115613|||||175||||2016-06-24|2016-07-29
9246|115619|||||Emil W. Stoeltje 1||||2016-06-24|2016-07-29
9247|115620|||||Zappe No.1||||2016-06-24|2016-07-29
9248|115637|||||E. F. Hoch 1||||2016-06-24|2016-07-29
9249|115667|||||Robert Freye well 1||||2016-06-24|2016-07-29
9250|115713|||||A. T. Hardin 1||||2016-06-24|2016-07-29
9251|115715|||||well 1||||2016-06-24|2016-07-29
9252|115718|||||H. C. Stroud 1||||2016-06-24|2016-07-29
9253|115719|||||H. C. Stroud 2||||2016-06-24|2016-07-29
9254|115723|||||well 1||||2016-06-24|2016-07-29
9255|115724|||||well 1||||2016-06-24|2016-07-29
9256|115729|||||Edmond Lyssy 1||||2016-06-24|2016-07-29
9257|115730|||||Leon Laskowski 1||||2016-06-24|2016-07-29
9258|115732|||||Korzekwa  1||||2016-06-24|2016-07-29
9259|115738|||||H. H. Weinert 1||||2016-06-24|2016-07-29
9260|115740|||||J. C. Peebles 1||||2016-06-24|2016-07-29
9261|115742|||||Tom Manford 1||||2016-06-24|2016-07-29
9262|115743|||||G. N. Evans 1-A||||2016-06-24|2016-07-29
9263|115744|||||H. H. Weinert 3-A||||2016-06-24|2016-07-29
9264|115747|||||H-1||||2016-06-24|2016-07-29
9265|115751|||||B. M. Brockman  1||||2016-06-24|2016-07-29
9266|115752|||||W. S. Cochran, Jr. 1||||2016-06-24|2016-07-29
9267|115764|||||T. C. Cobb 1||||2016-06-24|2016-07-29
9268|115770|||||H.S. Weber No.1||||2016-06-24|2016-07-29
9269|115776|||||Katie Batey 1||||2016-06-24|2016-07-29
9270|115781|||||A.S. Billings No.1||||2016-06-24|2016-07-29
9271|115783|||||ALLEN 2||||2016-06-24|2016-07-29
9272|115786|||||Harry Chandler No.1||||2016-06-24|2016-07-29
9273|115789|||||Ura D. Lord 1||||2016-06-24|2016-07-29
9274|115790|||||Dan Billings No.1||||2016-06-24|2016-07-29
9275|115795|||||William Jacobs No.1||||2016-06-24|2016-07-29
9276|115797|||||Frank Duderstadt No.1||||2016-06-24|2016-07-29
9277|115798|||||Test Hole  3||||2016-06-24|2016-07-29
9278|115799|||||Test Hole 33||||2016-06-24|2016-07-29
9279|115800|||||Test Hole No. 4||||2016-06-24|2016-07-29
9280|115801|||||Test Hole No. 25||||2016-06-24|2016-07-29
9281|115802|||||Test Hole No. 24||||2016-06-24|2016-07-29
9282|115803|||||Test Hole No. 2||||2016-06-24|2016-07-29
9283|115804|||||Test Hole No. 5||||2016-06-24|2016-07-29
9284|115805|||||Test Hole No. 1||||2016-06-24|2016-07-29
9285|115806|||||Test Hole No. 23||||2016-06-24|2016-07-29
9286|115807|||||Test Hole No. 20||||2016-06-24|2016-07-29
9287|115808|||||Test Hole No. 22||||2016-06-24|2016-07-29
9288|115809|||||Test Hole No. 8||||2016-06-24|2016-07-29
9289|115810|||||Test Hole No. 21||||2016-06-24|2016-07-29
9290|115811|||||Test Hole No. 16||||2016-06-24|2016-07-29
9291|115813|||||Georgia DuBose 1||||2016-06-24|2016-07-29
9292|115815|||||Georgia Dubose 1||||2016-06-24|2016-07-29
9293|115823|||||W.R. Miller 1||||2016-06-24|2016-07-29
9294|115834|||||FRED WINKLER 1||||2016-06-24|2016-07-29
9295|115835|||||Annie Stolleis well 1||||2016-06-24|2016-07-29
9296|115836|||||J.C. Wallis well 1||||2016-06-24|2016-07-29
9297|115853|||||OTTO RATHCAMP 1||||2016-06-24|2016-07-29
9298|115890|||||L.T. BURNS 1||||2016-06-24|2016-07-29
9299|115895|||||Ernest Steinman well 1||||2016-06-24|2016-07-29
9300|115919|||||John Macha well 1||||2016-06-24|2016-07-29
9301|115942|||||1||||2016-06-24|2016-07-29
9302|115953|||||Constant Jarzombek 1||||2016-06-24|2016-07-29
9303|115956|||||MARY LYSSY  1||||2016-06-24|2016-07-29
9304|115978|||||A-23||||2016-06-24|2016-07-29
9305|115981|||||1||||2016-06-24|2016-07-29
9306|116018|||||Anton F. Tam Jr 1||||2016-06-24|2016-07-29
9307|116029|||||Mrs. Anna Seifert 1||||2016-06-24|2016-07-29
9308|116032|||||F.G. HAHN 1||||2016-06-24|2016-07-29
9309|116058|||||Otto Roehml well 1||||2016-06-24|2016-07-29
9310|116101|||||Mamie Heard well 1||||2016-06-24|2016-07-29
9311|116104|||||Jake Cohn well 1||||2016-06-24|2016-07-29
9312|116110|||||H.C. SAGER 1||||2016-06-24|2016-07-29
9313|116142|||||ANNA M. VAUGHN 1||||2016-06-24|2016-07-29
9314|116251|||||Ed Below 1||||2016-06-24|2016-07-29
9315|116819|||||City of Boerne 7||||2016-06-24|2016-07-29
9316|117218|||||DX-3||||2016-06-24|2016-07-29
9317|117402|||||A-17||||2016-06-24|2016-07-29
9318|117428|||||Fair Oaks Ranch Well #3||||2016-06-24|2016-07-29
9321|117828|||||DX-1||||2016-06-24|2016-07-29
9322|118004|||||470||||2016-06-24|2016-07-29
9323|118005|||||469||||2016-06-24|2016-07-29
9324|118036|||||A-29||||2016-06-24|2016-07-29
9325|118049|||||Comal Plant 2||||2016-06-24|2016-07-29
9326|118067|||||A-10||||2016-06-24|2016-07-29
9327|118071|||||G.H. Timmerman 1||||2016-06-24|2016-07-29
9328|118086|||||E-12 101||||2016-06-24|2016-07-29
9329|118252|||||TD-1||||2016-06-24|2016-07-29
9330|118383|||||Concord Public Utility Well #2||||2016-06-24|2016-07-29
9331|118395|||||No 3 Eastside Well||||2016-06-24|2016-07-29
9332|118520|||||USGS TH||||2016-06-24|2016-07-29
9333|118664|||||Randolph Well 1||||2016-06-24|2016-07-29
9334|118666|||||Randolph Well 2||||2016-06-24|2016-07-29
9335|118699|||||D-80 362||||2016-06-24|2016-07-29
9336|118736|||||D-82||||2016-06-24|2016-07-29
9337|118745|||||Tri-County 5||||2016-06-24|2016-07-29
9338|118765|||||F259||||2016-06-24|2016-07-29
9339|118782|||||D-57  2||||2016-06-24|2016-07-29
9340|118849|||||R H SANDERS 1||||2016-06-24|2016-07-29
9341|118856|||||D-56||||2016-06-24|2016-07-29
9342|118859|||||D-72 281||||2016-06-24|2016-07-29
9343|118869|||||Tri-County 3||||2016-06-24|2016-07-29
9344|118889|||||E-40||||2016-06-24|2016-07-29
9345|118896|||||198 E43a||||2016-06-24|2016-07-29
9346|118897|||||E44 196||||2016-06-24|2016-07-29
9347|118898|||||E-43 197||||2016-06-24|2016-07-29
9348|118899|||||E-39||||2016-06-24|2016-07-29
9349|118915|||||E-79 258||||2016-06-24|2016-07-29
9350|118917|||||E-78||||2016-06-24|2016-07-29
9351|119163|||||BEXAR COUNTY WL 16||||2016-06-24|2016-07-29
9352|119165|||||Marbach Station Well #2||||2016-06-24|2016-07-29
9353|119262|||||19TH STREET WW||||2016-06-24|2016-07-29
9355|119478|||||MISSION PUMP STATION 7||||2016-06-24|2016-07-29
9356|119484|||||Mission Station Well #7||||2016-06-24|2016-07-29
9357|119511|||||Mitchum 1||||2016-06-24|2016-07-29
9358|119512|||||433||||2016-06-24|2016-07-29
9359|119513|||||434||||2016-06-24|2016-07-29
9360|119521|||||KUNDE 1||||2016-06-24|2016-07-29
9361|119525|||||378||||2016-06-24|2016-07-29
9362|119534|||||432||||2016-06-24|2016-07-29
9363|119535|||||431||||2016-06-24|2016-07-29
9364|119572|||||Scull 1||||2016-06-24|2016-07-29
9365|119577|||||426||||2016-06-24|2016-07-29
9366|119579|||||HOERMAN 4||||2016-06-24|2016-07-29
9367|119683|||||William Zinsmeyer||||2016-06-24|2016-07-29
9368|119772|||||H-117||||2016-06-24|2016-07-29
9369|119807|||||Well No 3||||2016-06-24|2016-07-29
9370|119823|||||Lee Hubbard 1||||2016-06-24|2016-07-29
9371|119828|||||M-62||||2016-06-24|2016-07-29
9372|119832|||||M-61||||2016-06-24|2016-07-29
9373|119917|||||Russell 1||||2016-06-24|2016-07-29
9374|119928|||||San Antonio Cotton Mill 22||||2016-06-24|2016-07-29
9375|119955|||||Haese 1||||2016-06-24|2016-07-29
9376|119964|||||Gus Dylla 1||||2016-06-24|2016-07-29
9377|119968|||||well 2||||2016-06-24|2016-07-29
9378|119969|||||well 1||||2016-06-24|2016-07-29
9379|119971|||||Theodore Stanusch 1||||2016-06-24|2016-07-29
9380|119973|||||well 1||||2016-06-24|2016-07-29
9381|119974|||||J. H. Walsh 1||||2016-06-24|2016-07-29
9382|119975|||||L.H. Stroud 1||||2016-06-24|2016-07-29
9383|119976|||||Gilliland 1||||2016-06-24|2016-07-29
9384|119977|||||well 1||||2016-06-24|2016-07-29
9385|119978|||||well 1||||2016-06-24|2016-07-29
9386|119979|||||well 2||||2016-06-24|2016-07-29
9387|119980|||||well 3||||2016-06-24|2016-07-29
9388|119982|||||well 4||||2016-06-24|2016-07-29
9389|119986|||||B-4||||2016-06-24|2016-07-29
9390|119994|||||Skull 1||||2016-06-24|2016-07-29
9391|119995|||||Ed Mattke 2||||2016-06-24|2016-07-29
9392|119996|||||R. J. Huebinger 1||||2016-06-24|2016-07-29
9393|119997|||||C. E. Scull Estate 7||||2016-06-24|2016-07-29
9394|119998|||||Scull Estate 1||||2016-06-24|2016-07-29
9395|119999|||||Duelm A-2||||2016-06-24|2016-07-29
9396|120016|||||Theodore Gerlick A-1||||2016-06-24|2016-07-29
9397|120019|||||6848401||||2016-06-24|2016-07-29
9398|120024|||||well 1||||2016-06-24|2016-07-29
9399|120025|||||well 2||||2016-06-24|2016-07-29
9400|120031|||||Linne 17||||2016-06-24|2016-07-29
9401|120032|||||Georgia Lucas 1||||2016-06-24|2016-07-29
9402|120033|||||W. A. Childress 1||||2016-06-24|2016-07-29
9403|120037|||||well 3||||2016-06-24|2016-07-29
9404|120039|||||A. G. Mathers 1||||2016-06-24|2016-07-29
9405|120048|||||well 4||||2016-06-24|2016-07-29
9406|120051|||||Tidwell 1||||2016-06-24|2016-07-29
9407|120052|||||Martin Vorpahl 1||||2016-06-24|2016-07-29
9408|120055|||||TH1-1||||2016-06-24|2016-07-29
9409|120178|||||MARTIN WELL||||2016-06-24|2016-07-29
9410|120238|||||F. T. Henderson 1||||2016-06-24|2016-07-29
9411|120253|||||TEST WELL 2||||2016-06-24|2016-07-29
9412|120260|||||TEST WELL 1||||2016-06-24|2016-07-29
9413|120278|||||Edward Hartung, et al 1||||2016-06-24|2016-07-29
9414|120287|||||Charles Simmang Heirs 1||||2016-06-24|2016-07-29
9415|120293|||||R.W. DeVilbiss 1||||2016-06-24|2016-07-29
9416|120322|||||TH3-2A||||2016-06-24|2016-07-29
9417|120337|||||1||||2016-06-24|2016-07-29
9418|120349|||||F. Lamm 1||||2016-06-24|2016-07-29
9419|120352|||||George D. Wright 2||||2016-06-24|2016-07-29
9420|120371|||||1 W. White||||2016-06-24|2016-07-29
9421|120397|||||well 1||||2016-06-24|2016-07-29
9422|120427|||||A-12||||2016-06-24|2016-07-29
9423|120429|||||A. C. Oefinger 1||||2016-06-24|2016-07-29
9424|120430|||||A.C. Oefinger 1||||2016-06-24|2016-07-29
9425|120432|||||well 2||||2016-06-24|2016-07-29
9426|120434|||||Franklin Plato 1||||2016-06-24|2016-07-29
9427|120435|||||Tom Guajardo 1||||2016-06-24|2016-07-29
9428|120436|||||P. D. Rodriguez 1||||2016-06-24|2016-07-29
9429|120437|||||Emil V. Ploch 1||||2016-06-24|2016-07-29
9430|120440|||||Phil and John Shook 1||||2016-06-24|2016-07-29
9431|120441|||||Manuel B. Tarin 1||||2016-06-24|2016-07-29
9432|120445|||||A-51||||2016-06-24|2016-07-29
9433|120448|||||Carlos Flores 1||||2016-06-24|2016-07-29
9434|120449|||||Test Hole 2-2||||2016-06-24|2016-07-29
9435|120453|||||well 7||||2016-06-24|2016-07-29
9436|120455|||||Howard Tom 1||||2016-06-24|2016-07-29
9437|120459|||||well 5||||2016-06-24|2016-07-29
9438|120460|||||well 4||||2016-06-24|2016-07-29
9439|120464|||||Travis E. Longley 1||||2016-06-24|2016-07-29
9440|120466|||||W.A. Wright 1||||2016-06-24|2016-07-29
9441|120467|||||well 1||||2016-06-24|2016-07-29
9442|120468|||||D. A. McKenzie 1||||2016-06-24|2016-07-29
9443|120474|||||F-10||||2016-06-24|2016-07-29
9444|120476|||||John B. Connally 12||||2016-06-24|2016-07-29
9445|120481|||||well 1||||2016-06-24|2016-07-29
9446|120482|||||Bruno R. Johns 1||||2016-06-24|2016-07-29
9447|120483|||||Bruno R. Johns 2||||2016-06-24|2016-07-29
9448|120491|||||well 2||||2016-06-24|2016-07-29
9449|120492|||||well 3||||2016-06-24|2016-07-29
9450|120497|||||well 6||||2016-06-24|2016-07-29
9451|120503|||||A-29||||2016-06-24|2016-07-29
9452|120504|||||well 1||||2016-06-24|2016-07-29
9453|120507|||||Arnold Nitsche 1||||2016-06-24|2016-07-29
9454|120521|||||Mike Lopez 1||||2016-06-24|2016-07-29
9455|120525|||||well 1||||2016-06-24|2016-07-29
9456|120530|||||F-27||||2016-06-24|2016-07-29
9457|120531|||||J. L. Dennis 1||||2016-06-24|2016-07-29
9458|120538|||||Alvin Jung 2||||2016-06-24|2016-07-29
9459|120543|||||B-42||||2016-06-24|2016-07-29
9460|120547|||||S. R. Donaho 1||||2016-06-24|2016-07-29
9461|120550|||||well 1||||2016-06-24|2016-07-29
9462|120552|||||Ridout 1||||2016-06-24|2016-07-29
9463|120553|||||Williamson Heirs 1||||2016-06-24|2016-07-29
9464|120556|||||well 1||||2016-06-24|2016-07-29
9465|120557|||||well 2||||2016-06-24|2016-07-29
9466|120559|||||well 2||||2016-06-24|2016-07-29
9467|120562|||||Click and White 1||||2016-06-24|2016-07-29
9468|120563|||||B-44||||2016-06-24|2016-07-29
9469|120565|||||B-38||||2016-06-24|2016-07-29
9470|120567|||||W. T. Donaho 1||||2016-06-24|2016-07-29
9471|120568|||||J. V. Blake 1||||2016-06-24|2016-07-29
9472|120574|||||Ruth McCurdy Underhill 3||||2016-06-24|2016-07-29
9473|120575|||||F. P. Burton #2||||2016-06-24|2016-07-29
9474|120577|||||Teague 1||||2016-06-24|2016-07-29
9475|120578|||||well 1||||2016-06-24|2016-07-29
9476|120581|||||J. H. Spruce 1||||2016-06-24|2016-07-29
9477|120582|||||Maryfield 1||||2016-06-24|2016-07-29
9478|120583|||||Mrs. O. J. Weber, et al 1||||2016-06-24|2016-07-29
9479|120584|||||Fannie C. Spruce 1||||2016-06-24|2016-07-29
9480|120589|||||G-47||||2016-06-24|2016-07-29
9481|120596|||||Phaddeus Kopecki 1||||2016-06-24|2016-07-29
9482|120631|||||Test Hole TH 4-1A||||2016-06-24|2016-07-29
9483|120703|||||M. R. Childs 1||||2016-06-24|2016-07-29
9484|120775|||||C.D. Johnson No.1||||2016-06-24|2016-07-29
9485|120776|||||Theo Rogers No. A-10||||2016-06-24|2016-07-29
9486|120777|||||Theo Rogers No. C-2||||2016-06-24|2016-07-29
9487|120778|||||Nellie Smith 1||||2016-06-24|2016-07-29
9488|120828|||||6859810||||2016-06-24|2016-07-29
9489|120868|||||i||||2016-06-24|2016-07-29
9490|120871|||||T. C. Byrom 1||||2016-06-24|2016-07-29
9491|120926|||||Cleo Rogers No.1||||2016-06-24|2016-07-29
9492|120927|||||Fred Hearn 1||||2016-06-24|2016-07-29
9493|120935|||||Mary Stanush No.1||||2016-06-24|2016-07-29
9494|120938|||||U.A. Doumch No.1||||2016-06-24|2016-07-29
9495|120939|||||Henriette Krisch Estate No.1||||2016-06-24|2016-07-29
9496|120947|||||Lawrence Katcsmorak 1||||2016-06-24|2016-07-29
9497|121047|||||6859906||||2016-06-24|2016-07-29
9498|121049|||||4||||2016-06-24|2016-07-29
9499|121084|||||3||||2016-06-24|2016-07-29
9500|121099|||||63||||2016-06-24|2016-07-29
9501|121102|||||61||||2016-06-24|2016-07-29
9502|121113|||||Ward 1||||2016-06-24|2016-07-29
9503|121125|||||A. Jasik 1||||2016-06-24|2016-07-29
9504|121133|||||Annie Chapaty 1||||2016-06-24|2016-07-29
9505|121140|||||L.B. Palmer No. 1||||2016-06-24|2016-07-29
9506|121141|||||well 2||||2016-06-24|2016-07-29
9507|121147|||||6861209||||2016-06-24|2016-07-29
9508|121149|||||well 1||||2016-06-24|2016-07-29
9509|121166|||||73A||||2016-06-24|2016-07-29
9510|121171|||||Isabel Huizar 1||||2016-06-24|2016-07-29
9511|121195|||||F. J. JAKSIK 1||||2016-06-24|2016-07-29
9512|121212|||||Allen Witten 1||||2016-06-24|2016-07-29
9513|121220|||||||E-10 in TBWE Bulletin 5710||2016-06-24|2017-02-16
9514|121223|||||F-55||||2016-06-24|2016-07-29
9515|121235|||||well 3||||2016-06-24|2016-07-29
9516|121236|||||well 1||||2016-06-24|2016-07-29
9517|121237|||||well 2||||2016-06-24|2016-07-29
9518|121238|||||Stanley Bench 1||||2016-06-24|2016-07-29
9519|121239|||||Kate Higgins 2||||2016-06-24|2016-07-29
9520|121244|||||well 1||||2016-06-24|2016-07-29
9521|121258|||||well 1||||2016-06-24|2016-07-29
9522|121259|||||N.S. Richter 1||||2016-06-24|2016-07-29
9523|121262|||||F-65||||2016-06-24|2016-07-29
9524|121265|||||well 2||||2016-06-24|2016-07-29
9525|121268|||||L. N. Mitchell 1||||2016-06-24|2016-07-29
9526|121269|||||Watson 1||||2016-06-24|2016-07-29
9527|121271|||||well 3||||2016-06-24|2016-07-29
9528|121276|||||JULIUS EWING 1||||2016-06-24|2016-07-29
9529|121277|||||Dr. H. C. Woods 1||||2016-06-24|2016-07-29
9530|121280|||||G-5||||2016-06-24|2016-07-29
9531|121282|||||well 1||||2016-06-24|2016-07-29
9532|121284|||||well 2||||2016-06-24|2016-07-29
9533|121285|||||Brundrech 1||||2016-06-24|2016-07-29
9534|121289|||||Casares 1||||2016-06-24|2016-07-29
9535|121292|||||Charlie F. Fuller 1||||2016-06-24|2016-07-29
9536|121294|||||well 1||||2016-06-24|2016-07-29
9537|121303|||||McCracken 1||||2016-06-24|2016-07-29
9538|121308|||||Joe Keller 1||||2016-06-24|2016-07-29
9539|121309|||||Kolodziez 1||||2016-06-24|2016-07-29
9540|121313|||||J.H. McDaniel 1||||2016-06-24|2016-07-29
9541|121314|||||Moczygemba  1||||2016-06-24|2016-07-29
9542|121441||||Shady Grove/ 1/10 Mi E Shady Oak Ln on Johnson Dr|Well 1||||2016-06-24|2019-03-06
9543|121469|||||ROBERT MOSTY WW 2||||2016-06-24|2016-07-29
9544|121552|||||B-3||||2016-06-24|2016-07-29
9545|121556|||||B-10||||2016-06-24|2016-07-29
9546|121560|||||B-15||||2016-06-24|2016-07-29
9547|121561|||||C-20||||2016-06-24|2016-07-29
9548|121566|||||G-2||||2016-06-24|2016-07-29
9549|121569|||||G-25||||2016-06-24|2016-07-29
9550|121580|||||G-27||||2016-06-24|2016-07-29
9551|121581|||||G-30||||2016-06-24|2016-07-29
9552|121590|||||C-11||||2016-06-24|2016-07-29
9553|121601|||||H-1||||2016-06-24|2016-07-29
9554|121605|||||G-32||||2016-06-24|2016-07-29
9555|121613|||||H-30||||2016-06-24|2016-07-29
9556|121634|||||H-22||||2016-06-24|2016-07-29
9557|121671|||||E-19||||2016-06-24|2016-07-29
9558|121673|||||e-18||||2016-06-24|2016-07-29
9559|121700|||||G-38||||2016-06-24|2016-07-29
9560|121720|||||2||||2016-06-24|2016-07-29
9561|121791|||||H-65||||2016-06-24|2016-07-29
9562|121844|||||G. C. Magruder  #1||||2016-06-24|2016-07-29
9563|121856|||||C.C. MITCHELL ET AL 1||||2016-06-24|2016-07-29
9564|121999|||||ZESCH 1||||2016-06-24|2016-07-29
9565|122031|||||FENLEY, ET AL 1||||2016-06-24|2016-07-29
9566|122402|||||YP-4||||2016-06-24|2016-07-29
9567|122570|||||East Uvalde 2||||2016-06-24|2016-07-29
9568|122938|||||H-5-207||||2016-06-24|2016-07-29
9569|123066|||||H-5-72||||2016-06-24|2016-07-29
9570|123092|||||East Uvalde 1||||2016-06-24|2016-07-29
9571|123096|||||East Uvalde 4||||2016-06-24|2016-07-29
9572|123768|||||MIERS 1||||2016-06-24|2016-07-29
9573|124079|||||Minter PARKER 1||||2016-06-24|2016-07-29
9574|124126|||||BLUPP CREEK RANCH 1||||2016-06-24|2016-07-29
9575|124129|||||BLUFF CREEK RANCH 1||||2016-06-24|2016-07-29
9576|124131|||||EDNA D. WALDROP  1||||2016-06-24|2016-07-29
9577|124805|||||STATE SCHOOL ROAD LO 1||||2016-06-24|2016-07-29
9578|124958|||||PRESIDIO STATE 1||||2016-06-24|2016-07-29
9579|124985|||||PRESIDIO TRUST 1||||2016-06-24|2016-07-29
9580|125712|||||27||||2016-06-24|2016-07-29
9581|125713|||||30||||2016-06-24|2016-07-29
9582|125735|||||11||||2016-06-24|2016-07-29
9583|125933|||||7711408||||2016-06-24|2016-07-29
9584|125965|||||74||||2016-06-24|2016-07-29
9585|126068|||||7716406||||2016-06-24|2016-07-29
9586|126411|||||Emma F Shiner No 1||||2016-06-24|2016-07-29
9587|126735|||||Storey and Reed 1||||2016-06-24|2016-07-29
9588|127005|||||Sam Evans No.1||||2016-06-24|2016-07-29
9589|127007|||||C.N.Cooke 2-A||||2016-06-24|2016-07-29
9590|127081|||||Dolph Briscoe, Jr. 1||||2016-06-24|2016-07-29
9591|127107|||||B.B. Dunbar 1||||2016-06-24|2016-07-29
9592|127162|||||Martha Berry No 1||||2016-06-24|2016-07-29
9593|127210|||||House Well No 2||||2016-06-24|2016-07-29
9594|127229|||||Theo Rogers No.1||||2016-06-24|2016-07-29
9595|127261|||||VICTOR W MARSCH 1||||2016-06-24|2016-07-29
9596|127264|||||1||||2016-06-24|2016-07-29
9597|127279|||||STANLEY BRAUCHLE 1||||2016-06-24|2016-07-29
9598|127285|||||R.B. Davidson No.1||||2016-06-24|2016-07-29
9599|127287|||||R.W. Brite no.1||||2016-06-24|2016-07-29
9600|127290|||||Walton No.1||||2016-06-24|2016-07-29
9601|127293|||||R.R. Meadows No.3||||2016-06-24|2016-07-29
9602|127312|||||Cyril Dalkowitz, et al 1||||2016-06-24|2016-07-29
9603|127323|||||A. Salazar No. 1||||2016-06-24|2016-07-29
9604|127335|||||1||||2016-06-24|2016-07-29
9605|127343|||||Dick Prassel No.2||||2016-06-24|2016-07-29
9606|127349|||||J.F. Chupick 1||||2016-06-24|2016-07-29
9607|127445|||||H. H. Coward 6||||2016-06-24|2016-07-29
9608|127457|||||Mills Well 2||||2016-06-24|2016-07-29
9609|127488|||||Guy S. Combs Jr. 1||||2016-06-24|2016-07-29
9610|127491|||||L.J. Wiseman No.1||||2016-06-24|2016-07-29
9611|127492|||||CORGEY 1||||2016-06-24|2016-07-29
9612|127494|||||255||||2016-06-24|2016-07-29
9613|127499|||||Byrd 3||||2016-06-24|2016-07-29
9614|127500|||||Nell Sutton 1||||2016-06-24|2016-07-29
9615|127520|||||Stanley Coughran 1||||2016-06-24|2016-07-29
9616|127540|||||Joseph Courand B-1||||2016-06-24|2016-07-29
9617|127542|||||C.T.Trolle 6||||2016-06-24|2016-07-29
9618|127551|||||D. D. Heinen 1||||2016-06-24|2016-07-29
9619|127559|||||J-3||||2016-06-24|2016-07-29
9620|127564|||||Sarah E. Ferry well 1||||2016-06-24|2016-07-29
9621|127568|||||SARAH E FERRY  2||||2016-06-24|2016-07-29
9622|127573|||||HARRIS 1||||2016-06-24|2016-07-29
9623|127574|||||Charles H. Brown No.1||||2016-06-24|2016-07-29
9624|127575|||||Nellie Gordon and C. G. Dinsmore 1||||2016-06-24|2016-07-29
9625|127578|||||Nellie Gordon and C. G. Dinsomore B-1||||2016-06-24|2016-07-29
9626|127588|||||C. MUIL 2||||2016-06-24|2016-07-29
9627|127589|||||E.A. KINSEL 1||||2016-06-24|2016-07-29
9628|127593|||||J. C. Merchant 1||||2016-06-24|2016-07-29
9629|127594|||||J. C. Merchant 1||||2016-06-24|2016-07-29
9630|127595|||||E.G. CASARES 1||||2016-06-24|2016-07-29
9631|127603|||||Guy Smith 1||||2016-06-24|2016-07-29
9632|127604|||||Friesenhahn 1||||2016-06-24|2016-07-29
9633|127606|||||Baptist Foundation of Texas 1||||2016-06-24|2016-07-29
9634|127614|||||W. F. Gabrysch 1||||2016-06-24|2016-07-29
9635|127615|||||E. W. Schneider 1||||2016-06-24|2016-07-29
9636|127617|||||Rutkowski 1||||2016-06-24|2016-07-29
9637|127618|||||Ben Korzekwa 1||||2016-06-24|2016-07-29
9638|127625|||||Joe Bartosh 1 A||||2016-06-24|2016-07-29
9639|127637|||||Nick Gabrysch 1||||2016-06-24|2016-07-29
9640|127638|||||P. J. Manka 1||||2016-06-24|2016-07-29
9641|127681|||||7809505||||2016-06-24|2016-07-29
9642|127706|||||Claude B. Finch 1||||2016-06-24|2016-07-29
9643|127722|||||DAWSON VICKERS 1||||2016-06-24|2016-07-29
9644|127731|||||Oppenheimer and Lang  1||||2016-06-24|2016-07-29
9645|127736|||||Milton Davis 1||||2016-06-24|2016-07-29
9646|127774|||||S.P.J.S.T. LODGE  1||||2016-06-24|2016-07-29
9647|127787|||||Esther H Klingeman 1||||2016-06-24|2016-07-29
9648|127817|||||R. Ermis No.1||||2016-06-24|2016-07-29
9649|127828|||||7812402||||2016-06-24|2016-07-29
9650|127832|||||Herbert F. Vandiver 1||||2016-06-24|2016-07-29
9651|127851|||||JOE K WILLIAMS 1||||2016-06-24|2016-07-29
9652|127866|||||5||||2016-06-24|2016-07-29
9653|127869|||||Rosana Campbell No.1||||2016-06-24|2016-07-29
9654|127870|||||Lancaster 1||||2016-06-24|2016-07-29
9655|127871|||||Mattie Corbitt 1||||2016-06-24|2016-07-29
9656|127873|||||Tom Campbell 1||||2016-06-24|2016-07-29
9657|127886|||||John L. Tom A-3||||2016-06-24|2016-07-29
9658|127888|||||John L. Tom A-4||||2016-06-24|2016-07-29
9659|127892|||||Felix Frenzel 1||||2016-06-24|2016-07-29
9660|127895|||||H.A. Schuman No.1||||2016-06-24|2016-07-29
9661|127897|||||H.E. Richter 1||||2016-06-24|2016-07-29
9662|127899|||||Gus Stolle 1||||2016-06-24|2016-07-29
9663|127900|||||R L Eschenberg  1||||2016-06-24|2016-07-29
9664|127903|||||Smith and Mowincle 1||||2016-06-24|2016-07-29
9665|127905|||||Smith and Mowinckle 1||||2016-06-24|2016-07-29
9666|127909|||||LYTLE TOM 2||||2016-06-24|2016-07-29
9667|127929|||||Alice Ryan 1||||2016-06-24|2016-07-29
9668|127931|||||Fritz Fenner 1||||2016-06-24|2016-07-29
9669|127932|||||V. S. Kowalik 1||||2016-06-24|2016-07-29
9670|127968|||||W. L. Pickens 1||||2016-06-24|2016-07-29
9671|127969|||||H. and R. C. Roos 1||||2016-06-24|2016-07-29
9672|127980|||||Linkenhoger 2||||2016-06-24|2016-07-29
9673|127987|||||L.C. Berry 2||||2016-06-24|2016-07-29
9674|127993|||||M.T. Flanagan 1||||2016-06-24|2016-07-29
9675|127994|||||H D COUNTISS 1-A||||2016-06-24|2016-07-29
9676|127996|||||Ruth Hagan Unit 1||||2016-06-24|2016-07-29
9677|127999|||||H.D. Countiss 1||||2016-06-24|2016-07-29
9678|128000|||||H D and Sam Countis 1||||2016-06-24|2016-07-29
9679|128003|||||A M PEELER 1||||2016-06-24|2016-07-29
9680|128008|||||A.B. Peeler well C-1||||2016-06-24|2016-07-29
9681|128014|||||ADOLPH POENISCH 1||||2016-06-24|2016-07-29
9682|128016|||||V.M. Brown 1||||2016-06-24|2016-07-29
9683|128019|||||DONNA FARMS 2||||2016-06-24|2016-07-29
