WaterLevelRemarkId|WaterLevelId|RemarkId|CreatedDate|LastUpdateDate
214|844651|29||
215|844659|1||
216|844662|1||
217|844671|1||
218|837693|12||
219|840183|22||
220|840373|30||
221|840380|22||
222|840396|19||
223|840399|2||
224|840407|12||
225|846621|4||
226|847154|10||
227|841976|30||
228|841978|30||
229|841995|30||
230|841997|29||
231|844650|29||
232|844652|18||
233|844667|1||
234|844672|1||
235|840920|3||
236|841100|30||
237|841117|30||
238|841975|30||
239|844661|1||
240|844664|1||
241|844666|1||
242|844674|1||
243|845627|1||
244|845628|1||
245|845637|1||
246|845650|1||
247|845656|1||
248|845662|23||
249|845667|1||
250|846335|1||
251|846340|1||
252|846341|1||
253|846378|1||
254|846589|1||
255|845647|1||
256|845654|1||
257|845666|1||
258|846040|1||
259|846334|1||
260|846373|1||
261|846379|1||
262|846380|1||
263|846452|1||
264|846454|1||
265|846455|1||
266|846456|1||
267|845350|1||
268|845351|1||
269|845630|32||
270|845641|29||
271|845652|1||
272|845655|1||
273|845659|1||
274|845660|23||
275|845661|1||
276|845663|1||
277|846042|1||
278|846336|1||
279|846339|1||
280|846342|1||
281|846375|1||
282|846376|1||
283|846377|1||
284|846381|1||
285|846382|1||
286|846458|1||
287|847160|19||
288|847162|19||
289|847161|19||
290|847877|1||
291|621849|4||
292|624325|4||
293|624333|4||
294|624366|2||
295|624370|2||
296|624371|2||
297|624372|2||
298|624385|2||
299|624296|2||
300|624299|2||
301|624338|4||
302|624365|2||
303|624376|2||
304|624381|2||
305|626573|4||
306|627079|4||
307|627090|2||
308|627091|2||
309|627093|2||
310|627097|2||
311|621850|4||
312|624369|2||
313|624374|2||
314|627095|2||
315|627096|2||
316|627099|2||
317|627102|2||
318|629035|3||
319|847147|10||
320|847876|1||
321|624252|4||
322|624294|2||
323|624301|2||
324|624367|2||
325|624375|2||
326|624377|2||
327|624380|2||
328|624383|2||
329|627080|4||
330|627089|2||
331|627094|2||
332|626577|4||
333|627101|2||
334|629107|3||
335|629382|23||
336|633961|4||
337|633992|2||
338|647984|2||
339|647997|35||
340|633944|4||
341|817408|1||
342|817411|1||
343|817421|1||
344|817422|1||
345|817426|1||
346|817430|1||
347|817438|1||
348|817442|1||
349|817443|1||
350|817446|1||
351|817447|1||
352|817452|1||
353|817458|1||
354|817459|1||
355|817465|1||
356|817468|1||
357|817469|1||
358|817475|1||
359|817480|1||
360|817485|1||
361|817488|1||
362|817489|1||
363|817493|1||
364|817494|1||
365|817496|1||
366|816994|30||
367|817011|12||
368|817023|29||
369|817025|30||
370|817027|3||
371|817034|30||
372|817039|30||
373|817041|10||
374|817406|1||
375|817416|1||
376|817418|1||
377|817420|1||
378|817424|1||
379|817425|1||
380|817428|1||
381|817431|1||
382|817433|1||
383|817445|1||
384|817448|1||
385|817455|1||
386|817472|1||
387|817474|1||
388|817479|1||
389|817483|1||
390|817484|1||
391|817491|1||
392|817517|32||
393|866531|29||
394|818365|1||
395|818380|30||
396|818386|30||
397|818399|30||
398|818938|1||
399|818939|1||
400|818941|1||
401|818942|1||
402|818943|1||
403|818953|1||
404|818956|1||
405|818958|1||
406|818961|1||
407|818963|1||
408|818964|1||
409|818965|1||
410|818966|1||
411|818967|1||
412|818973|1||
413|818977|1||
414|818978|1||
415|818985|1||
416|820785|1||
417|820788|1||
418|820794|1||
419|821593|19||
420|822009|19||
421|818369|30||
422|818383|30||
423|818387|29||
424|818397|1||
425|818940|1||
426|818945|1||
427|818946|1||
428|818948|1||
429|818949|1||
430|818951|1||
431|818955|1||
432|818957|1||
433|818962|1||
434|818970|1||
435|818974|1||
436|818979|1||
437|818983|1||
438|818984|1||
439|866766|1||
440|724734|23||
441|726376|4||
442|741568|12||
443|818388|29||
444|818393|37||
445|818937|1||
446|818947|1||
447|818954|1||
448|818959|1||
449|818960|1||
450|818968|1||
451|818969|1||
452|819150|19||
453|819151|19||
454|819450|18||
455|820053|17||
456|820787|1||
457|820789|1||
458|820790|1||
459|820791|1||
460|823297|30||
461|823298|30||
462|588675|2||
463|588676|2||
464|814829|1||
465|814830|20||
466|814834|1||
467|814836|22||
468|814837|1||
469|814845|1||
470|814852|1||
471|814853|1||
472|814854|1||
473|815114|21||
474|815581|1||
475|815584|1||
476|815586|1||
477|815588|1||
478|815589|1||
479|815591|1||
480|816991|30||
481|816995|30||
482|817018|19||
483|817029|19||
484|817037|1||
485|817407|1||
486|817409|1||
487|817412|1||
488|817413|1||
489|817419|1||
490|817423|1||
491|817427|1||
492|817429|1||
493|817434|1||
494|817437|1||
495|817440|1||
496|817441|1||
497|817450|1||
498|817451|1||
499|817457|1||
500|817460|1||
501|817463|1||
502|817467|1||
503|817470|1||
504|817471|1||
505|817477|1||
506|817478|1||
507|817481|1||
508|817490|1||
509|817495|1||
510|817500|1||
511|820793|1||
512|820795|1||
513|817516|1||
514|818377|30||
515|818396|30||
516|818398|1||
517|818441|1||
518|818944|1||
519|818950|1||
520|818952|1||
521|818971|1||
522|818972|1||
523|818975|1||
524|818976|1||
525|818980|1||
526|818981|1||
527|818982|1||
528|589944|35||
529|591577|12||
530|591583|4||
531|594239|17||
532|823982|1||
533|820786|1||
534|820792|1||
535|821938|22||
536|821934|22||
537|823989|30||
538|824746|2||
539|825562|12||
540|823302|30||
541|823716|1||
542|823986|10||
543|823987|30||
544|823988|32||
545|822722|17||
546|588673|2||
547|591423|4||
548|594164|17||
549|594944|2||
550|823303|30||
551|828000|12||
552|828666|30||
553|828667|30||
554|828679|30||
555|828695|20||
556|828757|19||
557|829347|30||
558|829363|30||
559|829364|30||
560|829440|20||
561|829442|19||
562|829672|30||
563|825563|18||
564|831064|24||
565|831787|2||
566|831799|2||
567|831800|31||
568|831809|2||
569|831818|2||
570|825539|20||
571|826438|30||
572|827979|1||
573|827980|29||
574|828665|30||
575|828692|10||
576|828761|10||
577|600785|2||
578|823983|30||
579|829346|30||
580|829360|30||
581|829362|1||
582|829367|30||
583|829441|1||
584|600106|24||
585|600107|24||
586|600108|24||
587|829667|30||
588|825536|20||
589|826440|1||
590|826436|30||
591|827977|18||
592|828685|30||
593|828706|20||
594|828758|19||
595|828762|2||
596|828763|4||
597|828769|18||
598|828770|29||
599|828772|1||
600|828773|1||
601|829356|30||
602|829365|12||
603|829669|29||
604|829671|30||
605|831065|24||
606|829345|30||
607|829351|30||
608|829359|30||
609|829670|30||
610|830407|30||
611|831066|24||
612|830409|30||
613|831068|27||
614|831774|20||
615|831780|2||
616|831803|2||
617|831784|2||
618|831789|29||
619|831798|31||
620|831806|2||
621|836570|1||
622|836572|1||
623|836574|1||
624|836577|1||
625|836580|1||
626|836648|1||
627|837225|30||
628|837227|30||
629|837229|30||
630|837230|30||
631|837400|22||
632|837406|20||
633|837421|25||
634|837450|2||
635|837472|20||
636|837473|30||
637|837478|30||
638|833085|4||
639|598710|35||
640|831778|2||
641|831786|2||
642|831814|2||
643|831815|12||
644|600109|24||
645|600774|2||
646|600782|2||
647|600980|2||
648|601126|18||
649|599972|17||
650|600104|24||
651|600777|2||
652|600985|2||
653|833786|36||
654|833218|2||
655|836566|1||
656|836567|1||
657|836573|1||
658|836575|1||
659|836578|1||
660|836579|1||
661|836646|1||
662|836647|28||
663|833219|4||
664|833315|19||
665|838250|30||
666|838376|30||
667|838379|2||
668|602569|2||
669|603645|3||
670|605252|2||
671|605253|2||
672|605517|2||
673|605520|2||
674|605523|2||
675|605527|2||
676|605530|2||
677|605531|2||
678|605534|2||
679|605535|2||
680|605541|2||
681|77126|2||
682|77129|2||
683|79315|2||
684|79320|2||
685|79343|2||
686|79448|20||
687|79447|20||
688|79887|15||
689|79894|4||
690|100434|10||
691|35515|25||
692|35516|19||
693|35952|30||
694|36755|1||
695|95251|19||
696|95272|19||
697|95274|19||
698|95277|19||
699|95837|20||
700|95840|1||
701|79889|4||
702|79902|30||
703|101251|19||
704|101253|19||
705|11748|10||
706|11758|35||
707|12571|20||
708|12580|20||
709|12586|3||
710|12594|3||
711|12685|20||
712|12707|20||
713|12750|10||
714|12753|10||
715|12755|10||
716|12758|20||
717|79481|23||
718|100409|3||
719|100447|4||
720|101241|19||
721|101243|19||
722|101254|19||
723|11752|2||
724|12832|19||
725|12842|1||
726|12851|35||
727|12926|35||
728|96590|24||
729|97181|22||
730|97554|22||
731|97648|19||
732|97671|22||
733|97672|22||
734|77288|4||
735|77289|4||
736|77340|37||
737|77353|20||
738|77409|1||
739|12572|20||
740|12669|22||
741|12682|3||
742|12696|15||
743|12714|25||
744|102295|15||
745|10928|10||
746|10949|30||
747|14713|15||
748|14720|2||
749|14727|1||
750|14781|20||
751|10290|22||
752|10310|19||
753|10315|3||
754|11754|1||
755|11756|10||
756|10919|37||
757|10929|10||
758|14378|20||
759|14380|1||
760|14390|1||
761|14393|1||
762|14722|1||
763|14735|1||
764|102316|19||
765|102425|19||
766|82665|36||
767|12576|4||
768|12588|1||
769|12599|19||
770|12700|10||
771|12701|1||
772|10981|37||
773|10986|16||
774|10996|16||
775|12754|10||
776|12761|32||
777|12839|28||
778|12849|1||
779|14389|1||
780|103547|1||
781|103577|22||
782|103867|1||
783|100412|3||
784|42948|2||
785|102842|4||
786|103526|1||
787|104568|1||
788|104570|1||
789|104576|1||
790|104579|1||
791|104586|1||
792|104588|1||
793|104592|1||
794|104601|1||
795|104602|1||
796|104603|1||
797|103527|3||
798|103560|22||
799|103573|22||
800|103574|1||
801|103576|36||
802|104571|1||
803|104572|1||
804|104573|1||
805|104581|1||
806|104583|1||
807|104585|1||
808|104587|1||
809|104591|1||
810|104593|1||
811|104864|19||
812|104865|19||
813|104995|1||
814|104996|1||
815|105005|1||
816|105010|1||
817|105014|1||
818|105015|1||
819|105023|1||
820|43614|1||
821|85319|1||
822|43556|3||
823|79330|25||
824|79339|25||
825|79340|10||
826|79344|25||
827|79345|25||
828|79452|3||
829|79468|10||
830|79482|23||
831|79907|15||
832|42938|25||
833|42954|2||
834|42956|2||
835|43573|4||
836|43874|1||
837|44783|19||
838|44791|2||
839|44809|1||
840|104574|1||
841|104578|1||
842|104584|1||
843|104589|1||
844|104590|1||
845|104594|1||
846|104595|1||
847|102298|20||
848|11757|28||
849|44775|2||
850|44782|4||
851|44801|4||
852|45059|20||
853|105107|1||
854|105109|1||
855|105110|1||
856|105111|1||
857|105112|1||
858|105119|1||
859|105121|1||
860|105123|1||
861|105124|1||
862|105552|22||
863|105683|15||
864|85315|1||
865|85316|1||
866|42943|2||
867|42947|1||
868|43571|3||
869|43901|29||
870|104997|1||
871|104999|1||
872|105002|1||
873|105004|1||
874|105008|1||
875|105018|1||
876|105021|1||
877|105101|1||
878|105114|1||
879|105116|1||
880|105122|1||
881|105551|22||
882|105553|22||
883|12577|22||
884|12582|22||
885|12583|20||
886|12597|10||
887|12600|16||
888|12670|22||
889|12694|20||
890|12702|10||
891|12712|10||
892|12752|20||
893|12760|10||
894|12825|25||
895|12830|30||
896|104596|18||
897|104598|1||
898|104600|1||
899|104605|1||
900|104998|1||
901|105003|1||
902|105011|1||
903|105016|1||
904|105017|1||
905|105020|1||
906|105022|1||
907|105024|1||
908|105103|1||
909|105104|1||
910|105105|1||
911|105108|1||
912|105120|1||
913|105550|22||
914|105685|20||
915|45056|20||
916|106521|1||
917|106527|1||
918|107423|10||
919|46517|20||
920|46999|25||
921|82302|19||
922|82761|20||
923|82769|19||
924|92563|1||
925|92565|1||
926|92570|1||
927|92574|1||
928|92575|1||
929|92576|1||
930|92578|1||
931|92579|1||
932|92583|1||
933|127952|22||
934|128030|22||
935|128039|19||
936|128094|20||
937|128169|30||
938|128186|24||
939|128296|36||
940|125234|32||
941|126025|1||
942|126033|1||
943|157619|1||
944|157623|20||
945|157634|1||
946|157650|12||
947|126622|19||
948|126693|19||
949|126713|19||
950|126789|1||
951|126809|1||
952|126818|1||
953|126977|1||
954|126980|1||
955|126981|1||
956|126985|1||
957|127925|1||
958|127933|1||
959|127940|12||
960|127947|1||
961|127950|36||
962|128031|20||
963|128033|22||
964|128036|20||
965|128151|12||
966|128173|34||
967|128442|20||
968|154933|20||
969|157596|36||
970|157604|37||
971|92556|1||
972|92567|1||
973|92568|1||
974|92569|1||
975|92571|1||
976|92572|1||
977|92580|1||
978|92582|1||
979|132788|1||
980|132792|1||
981|132800|22||
982|132822|1||
983|132827|1||
984|132828|1||
985|132831|1||
986|132274|18||
987|132789|1||
988|132793|1||
989|132795|1||
990|132817|1||
991|132819|1||
992|132826|1||
993|133073|1||
994|158324|36||
995|158339|30||
996|158363|1||
997|158364|1||
998|132791|1||
999|132799|25||
1000|132801|1||
1001|132812|1||
1002|132816|1||
1003|132821|1||
1004|132823|1||
1005|132825|1||
1006|132830|1||
1007|133054|1||
1008|133056|1||
1009|133057|1||
1010|133059|1||
1011|133074|1||
1012|93608|2||
1013|168314|22||
1014|127926|3||
1015|128182|15||
1016|133083|1||
1017|133916|1||
1018|133917|1||
1019|133918|1||
1020|133922|1||
1021|133930|1||
1022|133931|1||
1023|133934|1||
1024|133939|1||
1025|133943|1||
1026|134033|1||
1027|134041|1||
1028|134048|1||
1029|134057|1||
1030|134058|1||
1031|134060|1||
1032|134061|1||
1033|134115|1||
1034|134119|1||
1035|134125|1||
1036|134126|1||
1037|134133|1||
1038|134136|1||
1039|134140|1||
1040|135240|1||
1041|135245|1||
1042|135247|1||
1043|135248|1||
1044|135251|1||
1045|135254|1||
1046|135257|1||
1047|135265|1||
1048|135277|1||
1049|135279|1||
1050|158334|1||
1051|158350|30||
1052|159356|37||
1053|159361|23||
1054|132809|1||
1055|132813|1||
1056|132814|1||
1057|132815|1||
1058|132818|1||
1059|132820|1||
1060|132824|1||
1061|132829|1||
1062|133060|1||
1063|133062|1||
1064|133071|30||
1065|133078|1||
1066|133084|1||
1067|133086|1||
1068|126680|30||
1069|126692|19||
1070|126795|1||
1071|126804|1||
1072|126819|1||
1073|126822|1||
1074|126979|1||
1075|133923|1||
1076|133935|1||
1077|133936|1||
1078|133938|1||
1079|133942|1||
1080|134035|1||
1081|134037|1||
1082|134040|1||
1083|134045|1||
1084|134049|1||
1085|134053|1||
1086|134054|1||
1087|134055|1||
1088|134056|1||
1089|134059|1||
1090|134063|1||
1091|134120|1||
1092|134122|1||
1093|134124|1||
1094|134129|1||
1095|134131|1||
1096|134135|1||
1097|134139|1||
1098|135237|1||
1099|135238|1||
1100|135239|1||
1101|135243|1||
1102|135249|1||
1103|135250|1||
1104|135255|1||
1105|135258|1||
1106|135263|1||
1107|135266|1||
1108|135273|1||
1109|135275|1||
1110|135278|1||
1111|135284|1||
1112|135293|1||
1113|135297|1||
1114|135299|1||
1115|135300|1||
1116|135457|1||
1117|135466|1||
1118|135470|1||
1119|135471|1||
1120|135472|1||
1121|135481|1||
1122|135482|1||
1123|135484|1||
1124|133085|1||
1125|133919|1||
1126|133920|1||
1127|133924|1||
1128|133928|1||
1129|133929|1||
1130|133937|1||
1131|134032|1||
1132|134034|1||
1133|134036|1||
1134|134039|1||
1135|134042|1||
1136|134044|1||
1137|134052|1||
1138|134116|1||
1139|134118|1||
1140|134121|1||
1141|134123|1||
1142|134128|1||
1143|134130|1||
1144|134137|1||
1145|135235|1||
1146|135236|1||
1147|135241|1||
1148|135242|1||
1149|135256|1||
1150|135260|1||
1151|135261|1||
1152|135264|1||
1153|135267|1||
1154|135270|1||
1155|135271|1||
1156|135272|1||
1157|135280|1||
1158|135290|1||
1159|135294|1||
1160|135301|1||
1161|135302|1||
1162|135304|1||
1163|135306|1||
1164|157666|19||
1165|135461|1||
1166|135462|1||
1167|135468|1||
1168|135473|1||
1169|135474|1||
1170|135475|1||
1171|135479|1||
1172|135845|20||
1173|135846|1||
1174|135859|1||
1175|135919|1||
1176|135922|1||
1177|135927|1||
1178|131059|1||
1179|131062|1||
1180|131063|1||
1181|131065|1||
1182|131068|1||
1183|131070|1||
1184|131071|1||
1185|131072|1||
1186|187717|30||
1187|135281|1||
1188|135283|1||
1189|135286|1||
1190|135288|1||
1191|135296|1||
1192|135456|1||
1193|135459|1||
1194|135460|1||
1195|135464|1||
1196|135465|1||
1197|135467|1||
1198|135469|1||
1199|135477|1||
1200|135478|1||
1201|135480|1||
1202|135483|1||
1203|135486|1||
1204|135487|1||
1205|131058|18||
1206|131060|1||
1207|131064|1||
1208|131066|1||
1209|131069|1||
1210|187124|22||
1211|187728|32||
1212|187893|4||
1213|168318|3||
1214|168692|10||
1215|168696|31||
1216|168698|22||
1217|169848|2||
1218|187898|36||
1219|188610|1||
1220|158338|30||
1221|158358|1||
1222|158361|1||
1223|159362|15||
1224|187724|30||
1225|188390|1||
1226|188394|1||
1227|188608|1||
1228|159877|1||
1229|159879|1||
1230|160584|1||
1231|160592|1||
1232|127921|1||
1233|127934|1||
1234|128035|20||
1235|128038|20||
1236|128164|30||
1237|158322|1||
1238|158356|1||
1239|158357|1||
1240|158359|1||
1241|158360|1||
1242|158367|1||
1243|159882|1||
1244|188649|19||
1245|160582|1||
1246|160585|1||
1247|160588|2||
1248|160589|1||
1249|160591|1||
1250|160593|1||
1251|160596|1||
1252|160799|1||
1253|159372|22||
1254|133567|20||
1255|133921|1||
1256|133925|1||
1257|133926|1||
1258|133927|1||
1259|133932|1||
1260|133933|1||
1261|133940|1||
1262|133941|1||
1263|133944|1||
1264|134031|1||
1265|134038|1||
1266|134043|1||
1267|134046|1||
1268|134047|1||
1269|134050|1||
1270|134051|1||
1271|134062|1||
1272|134117|1||
1273|134127|1||
1274|134132|1||
1275|134134|1||
1276|134138|1||
1277|160801|1||
1278|160802|1||
1279|160804|1||
1280|160805|1||
1281|135929|1||
1282|135936|1||
1283|135940|1||
1284|159883|1||
1285|160583|1||
1286|160590|1||
1287|160594|1||
1288|160595|1||
1289|160597|1||
1290|160800|1||
1291|135830|20||
1292|135838|1||
1293|135839|1||
1294|135911|1||
1295|135954|1||
1296|190137|1||
1297|190140|1||
1298|190145|1||
1299|190894|25||
1300|137506|1||
1301|137508|1||
1302|137509|1||
1303|137533|1||
1304|137534|1||
1305|190143|1||
1306|190144|1||
1307|190146|1||
1308|190870|25||
1309|190871|25||
1310|190932|19||
1311|190933|19||
1312|168695|4||
1313|168988|17||
1314|169501|2||
1315|169502|2||
1316|168678|10||
1317|168688|22||
1318|168717|15||
1319|168989|19||
1320|169765|17||
1321|170127|2||
1322|170130|2||
1323|135834|1||
1324|135835|22||
1325|135841|22||
1326|135855|1||
1327|135857|1||
1328|135860|1||
1329|135861|1||
1330|135867|1||
1331|135945|1||
1332|135956|1||
1333|137451|2||
1334|137452|20||
1335|190132|1||
1336|190134|1||
1337|190141|1||
1338|190142|1||
1339|190881|25||
1340|170121|2||
1341|135234|1||
1342|135244|1||
1343|135246|1||
1344|135252|1||
1345|135253|1||
1346|135259|1||
1347|135262|1||
1348|135268|1||
1349|135269|1||
1350|135274|1||
1351|135276|1||
1352|135282|1||
1353|135285|1||
1354|135287|1||
1355|135289|1||
1356|135291|1||
1357|135292|1||
1358|135295|1||
1359|135298|1||
1360|135303|1||
1361|605569|2||
1362|605570|2||
1363|837206|4||
1364|837207|20||
1365|837221|30||
1366|837403|22||
1367|837418|19||
1368|841332|2||
1369|841334|2||
1370|841336|2||
1371|841337|20||
1372|841339|3||
1373|841463|30||
1374|835088|2||
1375|836468|4||
1376|836562|1||
1377|836563|1||
1378|836564|1||
1379|836565|1||
1380|836569|1||
1381|836576|1||
1382|836649|1||
1383|837454|30||
1384|837456|30||
1385|837459|30||
1386|837463|30||
1387|837468|30||
1388|837471|30||
1389|837475|19||
1390|602561|2||
1391|602562|2||
1392|602574|2||
1393|603221|3||
1394|603558|3||
1395|605254|2||
1396|605269|2||
1397|605521|2||
1398|605522|2||
1399|605528|2||
1400|605529|2||
1401|605533|2||
1402|605565|2||
1403|605566|2||
1404|605568|2||
1405|605573|2||
1406|605578|2||
1407|605579|2||
1408|844798|29||
1409|844852|1||
1410|844853|1||
1411|844906|1||
1412|845519|1||
1413|845521|1||
1414|845522|1||
1415|834926|20||
1416|600779|17||
1417|600786|2||
1418|600793|2||
1419|602540|4||
1420|602541|4||
1421|602565|2||
1422|602573|4||
1423|603585|3||
1424|605247|4||
1425|605255|2||
1426|605264|2||
1427|605273|4||
1428|605524|2||
1429|605540|4||
1430|605562|2||
1431|605563|2||
1432|605564|2||
1433|605577|2||
1434|836568|1||
1435|836571|1||
1436|836581|1||
1437|836650|1||
1438|837208|20||
1439|837427|12||
1440|837457|30||
1441|837465|29||
1442|838251|19||
1443|838433|20||
1444|840080|22||
1445|840093|30||
1446|837226|30||
1447|837228|30||
1448|602563|2||
1449|602566|2||
1450|605246|4||
1451|605260|2||
1452|605519|2||
1453|605525|2||
1454|605571|2||
1455|605572|3||
1456|605574|2||
1457|605576|2||
1458|605585|2||
1459|837452|30||
1460|837453|30||
1461|837461|30||
1462|837462|30||
1463|838378|4||
1464|841322|1||
1465|841323|2||
1466|841327|19||
1467|841328|2||
1468|841329|2||
1469|841335|19||
1470|841338|30||
1471|841342|30||
1472|841344|2||
1473|841435|30||
1474|841437|30||
1475|841438|30||
1476|841445|30||
1477|841461|30||
1478|841465|30||
1479|841324|20||
1480|841326|30||
1481|841341|19||
1482|841346|2||
1483|841347|2||
1484|841350|30||
1485|841434|30||
1486|841436|30||
1487|841441|30||
1488|841457|1||
1489|841466|30||
1490|844804|30||
1491|841467|30||
1492|845890|1||
1493|845896|1||
1494|845900|1||
1495|845901|1||
1496|845904|1||
1497|845908|1||
1498|845912|1||
1499|845914|1||
1500|845918|1||
1501|846244|1||
1502|846255|1||
1503|846256|1||
1504|846258|1||
1505|846265|1||
1506|846268|1||
1507|846271|1||
1508|846274|1||
1509|846275|1||
1510|846693|1||
1511|846695|20||
1512|846800|32||
1513|847003|1||
1514|847004|1||
1515|847008|1||
1516|847011|1||
1517|847012|1||
1518|847581|18||
1519|847911|1||
1520|610640|28||
1521|840102|31||
1522|841320|30||
1523|841331|2||
1524|841349|30||
1525|841458|36||
1526|841460|30||
1527|844805|1||
1528|844851|1||
1529|845356|28||
1530|845520|1||
1531|845525|1||
1532|845876|1||
1533|845880|1||
1534|845883|33||
1535|845909|1||
1536|845915|1||
1537|845917|1||
1538|846245|1||
1539|846259|1||
1540|846264|1||
1541|846269|1||
1542|846273|1||
1543|845412|7||
1544|845515|1||
1545|845517|1||
1546|845518|1||
1547|845523|1||
1548|845524|1||
1549|845897|1||
1550|845905|1||
1551|845906|1||
1552|845916|1||
1553|846246|1||
1554|846248|1||
1555|846249|1||
1556|846251|1||
1557|846253|1||
1558|846257|1||
1559|846260|1||
1560|846261|1||
1561|846270|1||
1562|844797|30||
1563|844799|30||
1564|844802|30||
1565|845514|1||
1566|845516|1||
1567|846276|1||
1568|846696|20||
1569|846809|4||
1570|846828|32||
1571|847005|1||
1572|847006|1||
1573|847013|1||
1574|847014|1||
1575|847585|29||
1576|847912|1||
1577|610610|28||
1578|845875|1||
1579|845898|1||
1580|845899|1||
1581|845910|1||
1582|845911|1||
1583|845913|1||
1584|846247|1||
1585|846250|1||
1586|846252|1||
1587|846254|1||
1588|846262|1||
1589|846263|1||
1590|846266|1||
1591|846267|1||
1592|846272|1||
1593|846277|1||
1594|846786|30||
1595|846824|32||
1596|847009|1||
1597|847010|1||
1598|846694|20||
1599|846784|19||
1600|847007|1||
1601|847015|1||
1602|847016|1||
1603|847909|1||
1604|847910|1||
1605|847913|1||
1606|609650|23||
1607|624638|2||
1608|624649|2||
1609|624651|2||
1610|847577|29||
1611|847584|29||
1612|847914|1||
1613|847915|1||
1614|624644|2||
1615|624646|2||
1616|624650|2||
1617|624725|4||
1618|624737|4||
1619|624763|2||
1620|624765|2||
1621|624766|2||
1622|624781|2||
1623|626818|2||
1624|626820|2||
1625|635125|15||
1626|636493|4||
1627|645688|4||
1628|645739|4||
1629|647609|2||
1630|647723|2||
1631|847916|1||
1632|624611|4||
1633|624619|4||
1634|624627|4||
1635|624645|2||
1636|624727|4||
1637|624742|4||
1638|624767|2||
1639|624770|2||
1640|624780|2||
1641|626787|4||
1642|626816|2||
1643|626830|2||
1644|634408|2||
1645|634426|2||
1646|636486|4||
1647|640670|20||
1648|644850|18||
1649|658834|20||
1650|624634|12||
1651|624636|4||
1652|624639|2||
1653|624640|2||
1654|624641|2||
1655|624642|2||
1656|624647|2||
1657|624652|2||
